Id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
477,Georgi,,Male,29,1/14/1970,53,Middle Age,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.8755
478,Adolpho,Bellerby,Male,46,10/25/1944,78,Old,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.875
479,Kelsey,Hatt,Female,69,6/27/1966,57,Middle Age,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.875
480,Lucien,,Male,83,9/14/1966,56,Middle Age,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875
481,Ariel,McCloid,Male,4,3/13/1994,29,Young,Human Resources Manager,n/a,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.875
482,Bevvy,Openshaw,Female,68,6/15/1975,48,Middle Age,Staff Scientist,n/a,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,486,0.875
483,Alexina,Mabley,Female,72,10/12/1975,47,Middle Age,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.875
484,Dawn,Pyffe,Female,56,5/28/1965,58,Middle Age,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,492,0.87125
485,Claudette,Renackowna,Female,55,2/11/1996,27,Young,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.87125
486,Elianora,Poolton,Female,15,6/14/1944,79,Old,Programmer II,n/a,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.867
487,Park,,Male,39,11/8/1977,45,Middle Age,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86328125
488,Anthony,Lindstrom,Male,86,11/1/1997,25,Young,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.86328125
489,Liane,Poizer,Female,59,5/5/1952,71,Old,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,495,0.86328125
490,Romonda,Hallt,Female,69,5/9/1960,63,Old,Operator,n/a,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,498,0.860625
491,Sula,Thomann,Female,56,3/17/1989,34,Young,Assistant Manager,n/a,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,498,0.860625
492,Renell,Earley,Female,5,10/21/1954,68,Old,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,500,0.86
493,Cliff,Philipsson,Male,82,2/2/1967,56,Middle Age,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,500,0.86
494,Clevey,Aisthorpe,Male,27,9/20/1976,46,Middle Age,Software Consultant,n/a,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,502,0.8585
495,Cariotta,,Female,10,8/19/1974,49,Middle Age,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,502,0.8585
496,George,Jose,Male,68,12/19/1960,62,Old,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,504,0.85
497,Kissiah,Foat,Female,30,9/11/1975,48,Middle Age,Graphic Designer,n/a,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,504,0.85
498,Milty,Brauninger,Male,13,7/10/1945,78,Old,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,504,0.85
499,Killian,Nettles,Male,44,9/1/1980,43,Middle Age,Marketing Assistant,n/a,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,507,0.85
500,Fredia,Favelle,Female,94,8/29/1974,49,Middle Age,Teacher,n/a,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,507,0.85
501,Katleen,Arnoult,Female,6,11/24/1976,46,Middle Age,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,507,0.85
502,Gaultiero,Fibbens,Male,41,3/14/1980,43,Middle Age,Help Desk Technician,n/a,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,507,0.85
503,Inglebert,Aspinal,Male,4,10/13/1973,49,Middle Age,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,507,0.85
504,Jammal,Devenny,Male,57,5/14/1999,24,Young,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,507,0.85
505,Adriane,Richardson,Female,81,3/10/1976,47,Middle Age,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,513,0.8415
506,Jodi,Lermit,Female,94,1/30/1954,69,Old,,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,513,0.8415
507,Emelia,Ackwood,Female,72,9/30/1988,34,Young,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,515,0.839375
508,Andee,Huke,Female,91,6/28/1971,52,Middle Age,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,515,0.839375
509,Isa,Fominov,Male,75,6/21/2001,22,Young,Physical Therapy Assistant,n/a,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,515,0.839375
510,Zabrina,Margram,Female,87,5/15/1964,59,Middle Age,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,515,0.839375
511,Maddalena,Angood,Female,79,7/28/1999,24,Young,,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,515,0.839375
512,Sofie,Worsfold,Female,87,10/6/1954,68,Old,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,520,0.8375
513,Elmira,Vasilyev,Female,33,10/14/1951,71,Old,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,520,0.8375
514,Free,Rowland,Male,42,5/17/1956,67,Old,,n/a,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,520,0.8375
515,Worthington,Cohane,Male,60,1/23/1991,32,Young,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,520,0.8375
516,Bailey,Bereford,Male,44,9/30/1950,72,Old,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,524,0.83671875
517,Perry,Whitehurst,Male,79,5/29/1980,43,Middle Age,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,524,0.83671875
518,Antony,Tuma,Male,11,3/10/1954,69,Old,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,526,0.833
519,Corene,Hallgate,Female,26,11/6/1964,58,Middle Age,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,526,0.833
520,Nico,Chadwick,Male,97,5/24/1953,70,Old,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.833
521,Joline,Skipperbottom,Female,59,6/27/1972,51,Middle Age,Desktop Support Technician,n/a,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83
522,Ivy,Farr,Female,56,7/3/1973,50,Middle Age,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.82875
523,Dallas,Lavalde,Female,18,12/19/1998,24,Young,Product Engineer,n/a,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.82875
524,Amabel,,Female,71,9/14/1981,41,Middle Age,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.82875
525,Hilario,McCulloch,Male,61,1/10/1986,37,Young,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,530,0.82875
526,Jim,Haddrell,Male,55,4/8/1955,68,Old,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.82875
527,Jacobo,Mucklow,Male,62,12/4/1952,70,Old,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.82875
528,Gretel,Paschke,Female,10,5/29/1956,67,Old,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,536,0.825
529,Jethro,Mertel,Male,16,12/10/1978,44,Middle Age,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.825
530,Dwain,Hatch,Male,62,11/16/1994,28,Young,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.825
531,Lucretia,D'Agostini,Female,41,12/14/1978,44,Middle Age,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,536,0.825
532,Claude,Bowstead,Female,37,11/29/1997,25,Young,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.825
533,Donn,MacGregor,Male,80,4/22/1965,58,Middle Age,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.825
534,Laurel,Devennie,Female,78,9/25/1976,46,Middle Age,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.825
535,Elvira,Darthe,Female,10,4/8/1975,48,Middle Age,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.825
536,Angie,Tansley,Male,68,11/30/1950,72,Old,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.8245
537,Terrence,Dalligan,Male,60,2/19/1998,25,Young,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,544,0.8245
538,Katy,Crooke,Female,0,6/30/1977,46,Middle Age,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.8234375
539,Sammy,Borsi,Female,99,4/27/1972,51,Middle Age,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,546,0.8234375
540,Morganica,Ainsbury,Female,37,1/6/1973,50,Middle Age,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,546,0.8234375
541,Nils,Champion,Male,69,7/6/1984,39,Young,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82
542,Beverlee,Querree,Female,42,4/21/1991,32,Young,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82
543,Cami,Eitter,Female,34,1/3/1979,44,Middle Age,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.818125
544,Reiko,Degenhardt,Female,83,1/16/1976,47,Middle Age,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.816
545,Cord,Dunsmore,Male,12,4/21/1999,24,Young,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,552,0.816
546,Gabey,Kennicott,Female,55,5/14/1958,65,Old,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,552,0.816
547,Jacqui,Devey,Female,79,10/1/1995,27,Young,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.8125
548,Byrom,Ramas,Male,23,11/2/1993,29,Young,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,555,0.8125
549,Worthington,Ahmed,Male,79,3/24/1972,51,Middle Age,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.8125
550,Chico,Dye,Male,46,2/4/1994,29,Young,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.8125
551,Davidde,Cockroft,Male,70,4/21/1947,76,Old,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.8125
552,Charlie,Dmych,Male,60,3/31/1950,73,Old,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.8125
553,Donn,Chaney,Male,15,1/29/1951,72,Old,Research Assistant II,n/a,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81015625
554,Kamila,Parsonage,Female,80,3/8/1954,69,Old,,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81
555,Barth,Sapshed,Male,4,6/16/1994,29,Young,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.8075
556,Padriac,Collacombe,Male,67,4/7/1967,56,Middle Age,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,563,0.8075
557,Olive,Mozzi,Female,87,7/6/1955,68,Old,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,563,0.8075
558,Benedict,Rosas,Male,73,11/25/1955,67,Old,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,563,0.8075
559,Virginia,De Antoni,Female,17,3/14/1964,59,Middle Age,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,563,0.8075
560,Nicolas,O'Donnell,Male,40,9/25/1986,36,Young,Internal Auditor,n/a,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,568,0.8
561,Oswald,MacCarlich,Male,81,11/24/1991,31,Young,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,568,0.8
562,Ailyn,Howgate,Female,66,9/27/2001,21,Young,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,568,0.8
563,Karol,Salthouse,Female,53,7/29/1968,55,Middle Age,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,568,0.8
564,Esdras,Birchett,Male,81,12/9/1950,72,Old,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,568,0.8
565,Wilfrid,Gertray,Male,1,8/23/1942,81,Very Old,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,568,0.8
566,Charmain,Styles,Female,49,2/25/1965,58,Middle Age,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,574,0.799
567,Kirsteni,Gritskov,Female,66,5/12/1998,25,Young,,n/a,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,575,0.796875
568,Bobby,Summersby,Male,90,10/27/1943,79,Old,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,575,0.796875
569,Shepherd,Dutchburn,Male,33,8/12/1976,47,Middle Age,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,575,0.796875
570,Berenice,Kaesmakers,Female,64,10/15/1994,28,Young,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,575,0.796875
571,Jesse,Crosio,Male,75,4/15/1994,29,Young,Data Coordiator,n/a,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.796875
572,Cordi,Thornton,Female,47,1/4/1973,50,Middle Age,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.796875
573,Debbie,Tillman,Female,3,7/6/1990,33,Young,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79
574,Judie,Pirkis,Female,2,7/18/1995,28,Young,Recruiter,n/a,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.7875
575,Flin,Yoskowitz,Male,9,12/17/1995,27,Young,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.7875
576,Noel,Sturch,Female,26,10/28/1951,71,Old,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,583,0.7875
577,Letizia,Poore,Female,27,8/30/1938,85,Very Old,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.7875
578,Raynard,,Male,32,4/13/1996,27,Young,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.78625
579,Kiley,Grunder,Male,95,4/17/1994,29,Young,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.78625
580,Ethelred,Sissel,Male,83,12/25/1974,48,Middle Age,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.78625
581,Dena,Pabst,Female,39,4/20/1987,36,Young,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.78359375
582,Wyndham,Woolford,Male,1,10/22/1979,43,Middle Age,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.782
583,Rochette,Haddacks,Female,44,5/10/1996,27,Young,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.782
584,Jamal,Dudgeon,Male,83,2/9/1965,58,Middle Age,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.782
585,Levin,Coxen,Male,13,10/22/1955,67,Old,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.78125
586,Marinna,Kauschke,Female,21,3/15/1973,50,Middle Age,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,595,0.775625
587,Kyle,Michie,Female,6,7/19/1958,65,Old,Nurse Practicioner,n/a,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.775625
588,Lanie,Cobbold,Male,57,12/31/1978,44,Middle Age,Senior Sales Associate,n/a,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,595,0.775625
589,Gilbert,O'Fallone,Male,29,11/7/1994,28,Young,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,595,0.775625
590,Esther,McOnie,Female,59,5/26/1939,84,Very Old,Legal Assistant,n/a,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,599,0.775
591,Chaim,Kingdon,Male,63,1/21/1996,27,Young,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.775
592,Anson,Dearnaly,Male,68,6/29/1997,26,Young,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.7735
593,Caitrin,Critten,Female,45,1/29/1973,50,Middle Age,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.7703125
594,Garreth,Minett,Male,93,5/23/1961,62,Old,Physical Therapy Assistant,n/a,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.765
595,Rozamond,Sommer,Female,27,9/19/1966,56,Middle Age,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,604,0.765
596,Annabell,Downer,Female,33,11/25/1955,67,Old,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.765
597,Maximilian,Geffen,Male,96,7/13/1955,68,Old,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.765
598,Ajay,Worham,Female,80,9/30/1979,43,Middle Age,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,606,0.765
599,Jamison,Cashin,Male,70,5/19/1970,53,Middle Age,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.7625
600,Dorian,Emery,Female,94,8/24/1998,25,Young,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.7625
601,Nicol,Swinford,Male,65,12/7/1976,46,Middle Age,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.7625
602,Agna,Cowpe,Female,88,3/5/1969,54,Middle Age,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,612,0.75703125
603,Nev,Prosh,Male,29,5/8/1950,73,Old,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.75703125
604,Lucius,Hatchell,Male,37,3/19/1951,72,Old,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.75703125
605,Francisca,Pottage,Female,63,6/10/1957,66,Old,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.7565
606,Farlie,Brookz,Male,62,7/31/1963,60,Old,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.7565
607,Mariette,,Female,47,7/5/1956,67,Old,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.754375
608,Beverlee,Ungerechts,Female,49,10/3/1973,49,Middle Age,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.754375
609,Nanni,Girodias,Female,61,1/8/1959,64,Old,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.754375
610,Delcina,Hursey,Female,22,12/26/1968,54,Middle Age,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75
611,Lek,Pimblett,Male,88,9/29/1955,67,Old,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75
612,Kellyann,Adshad,Female,62,6/7/1940,83,Very Old,,n/a,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75
613,Ewell,Paulusch,Male,31,1/15/1998,25,Young,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75
614,Madison,Lars,Male,11,1/19/1967,56,Middle Age,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75
615,Ardis,Taree,Female,97,4/12/1960,63,Old,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748
616,Wheeler,Godsil,Male,51,9/20/1993,29,Young,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74375
617,Marissa,O'Scandall,Female,17,7/13/1973,50,Middle Age,,n/a,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,626,0.74375
618,Terrel,Keynd,Male,30,4/20/1961,62,Old,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,626,0.74375
619,Augie,Swallwell,Male,42,8/22/1939,84,Very Old,,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74375
620,Dillon,Bannister,Male,7,12/24/1945,77,Old,Tax Accountant,n/a,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.74375
621,Osbourn,Gherardini,Male,43,5/1/1987,36,Young,,n/a,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,626,0.74375
622,Lissa,Gawn,Female,86,9/21/1962,60,Old,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74
623,Leisha,McConway,Female,3,10/31/1975,47,Middle Age,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74
624,Kearney,Cuddehy,Male,88,5/18/1997,26,Young,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.7395
625,Shellysheldon,Bichard,Male,96,1/6/1954,69,Old,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.7395
626,Reinhard,Oscroft,Male,23,3/18/1950,73,Old,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.7395
627,Menard,Venmore,Male,97,4/4/1978,45,Middle Age,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.7375
628,Andree,Breeds,Female,31,10/19/1954,68,Old,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.7375
629,Kata,Harrop,Female,70,5/4/1950,73,Old,,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.7375
630,Pierrette,Gummie,Female,18,8/4/1966,57,Middle Age,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.7375
631,Nady,Withinshaw,Female,96,2/17/1968,55,Middle Age,Database Administrator III,n/a,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.734375
632,Demott,Mullaly,Male,42,12/15/1982,40,Middle Age,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.733125
633,Wendye,Kleinplatz,Female,48,5/28/1996,27,Young,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731
634,Irvin,Bevans,Male,82,7/12/1962,61,Old,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73046875
